district,school,students,grades,year,students_required_to_test_ela,students_tested_ela,pct_students_tested_ela,students_below_expectations_ela,students_at_above_expectations_ela,pct_below_expectations_ela,pct_at_above_expectations_ela
Andover Public Schools,All Schools,All Students,4,2024,7,7,100.00%,-1,-1,-1.00%,-1.00%
Andover Public Schools,All Schools,All Students,4,2025,6,6,100.00%,-1,-1,-1.00%,-1.00%
Andover Public Schools,All Schools,All Students,5,2021,2,2,100.00%,-1,-1,-1.00%,-1.00%
Andover Public Schools,All Schools,All Students,5,2022,4,4,100.00%,-1,-1,-1.00%,-1.00%
Andover Public Schools,All Schools,All Students,5,2023,2,2,100.00%,-1,-1,-1.00%,-1.00%
Andover Public Schools,All Schools,All Students,5,2024,5,5,100.00%,-1,-1,-1.00%,-1.00%
Andover Public Schools,All Schools,All Students,5,2025,8,8,100.00%,-1,-1,-1.00%,-1.00%
Andover Public Schools,Andover Elementary School,All Students,All Grades,2021,12,12,100.00%,-1,-1,-1.00%,-1.00%
Andover Public Schools,Andover Elementary School,All Students,All Grades,2022,18,18,100.00%,-1,-1,-1.00%,-1.00%
Andover Public Schools,Andover Elementary School,All Students,All Grades,2023,15,15,100.00%,5,10,33.30%,66.70%
Andover Public Schools,Andover Elementary School,All Students,All Grades,2024,19,19,100.00%,8,11,42.10%,57.90%
Andover Public Schools,Andover Elementary School,All Students,All Grades,2025,16,16,100.00%,-1,-1,-1.00%,-1.00%
Andover Public Schools,Andover Elementary School,All Students,3,2021,5,5,100.00%,-1,-1,-1.00%,-1.00%
Andover Public Schools,Andover Elementary School,All Students,3,2022,8,8,100.00%,-1,-1,-1.00%,-1.00%
Andover Public Schools,Andover Elementary School,All Students,3,2023,5,5,100.00%,0,5,0.00%,100.00%
Andover Public Schools,Andover Elementary School,All Students,3,2024,7,7,100.00%,-1,-1,-1.00%,-1.00%
Andover Public Schools,Andover Elementary School,All Students,3,2025,2,2,100.00%,-1,-1,-1.00%,-1.00%
Andover Public Schools,Andover Elementary School,All Students,4,2021,5,5,100.00%,-1,-1,-1.00%,-1.00%
Andover Public Schools,Andover Elementary School,All Students,4,2022,6,6,100.00%,-1,-1,-1.00%,-1.00%
Andover Public Schools,Andover Elementary School,All Students,4,2023,8,8,100.00%,-1,-1,-1.00%,-1.00%
Andover Public Schools,Andover Elementary School,All Students,4,2024,7,7,100.00%,-1,-1,-1.00%,-1.00%
Andover Public Schools,Andover Elementary School,All Students,4,2025,6,6,100.00%,-1,-1,-1.00%,-1.00%
Andover Public Schools,Andover Elementary School,All Students,5,2021,2,2,100.00%,-1,-1,-1.00%,-1.00%
Andover Public Schools,Andover Elementary School,All Students,5,2022,4,4,100.00%,-1,-1,-1.00%,-1.00%
Andover Public Schools,Andover Elementary School,All Students,5,2023,2,2,100.00%,-1,-1,-1.00%,-1.00%
Andover Public Schools,Andover Elementary School,All Students,5,2024,5,5,100.00%,-1,-1,-1.00%,-1.00%
Andover Public Schools,Andover Elementary School,All Students,5,2025,8,8,100.00%,-1,-1,-1.00%,-1.00%
Appleton Public Schools,All Schools,All Students,All Grades,2021,95,91,95.80%,7,84,7.70%,92.30%
Appleton Public Schools,All Schools,All Students,All Grades,2022,91,91,100.00%,7,84,7.70%,92.30%
Appleton Public Schools,All Schools,All Students,All Grades,2023,85,83,97.60%,19,64,22.90%,77.10%
Appleton Public Schools,All Schools,All Students,All Grades,2024,88,86,97.70%,26,60,30.20%,69.80%
Appleton Public Schools,All Schools,All Students,All Grades,2025,92,92,100.00%,29,63,31.50%,68.50%
Appleton Public Schools,All Schools,All Students,3,2021,10,10,100.00%,-1,-1,-1.00%,-1.00%
Appleton Public Schools,All Schools,All Students,3,2022,19,19,100.00%,-1,-1,-1.00%,-1.00%
Appleton Public Schools,All Schools,All Students,3,2023,10,10,100.00%,-1,-1,-1.00%,-1.00%
Appleton Public Schools,All Schools,All Students,3,2024,12,12,100.00%,-1,-1,-1.00%,-1.00%
Appleton Public Schools,All Schools,All Students,3,2025,16,16,100.00%,5,11,31.30%,68.80%
Appleton Public Schools,All Schools,All Students,4,2021,12,12,100.00%,-1,-1,-1.00%,-1.00%
Appleton Public Schools,All Schools,All Students,4,2022,11,11,100.00%,-1,-1,-1.00%,-1.00%
Appleton Public Schools,All Schools,All Students,4,2023,20,20,100.00%,-1,-1,-1.00%,-1.00%
Appleton Public Schools,All Schools,All Students,4,2024,11,11,100.00%,-1,-1,-1.00%,-1.00%
Appleton Public Schools,All Schools,All Students,4,2025,13,13,100.00%,-1,-1,-1.00%,-1.00%
Appleton Public Schools,All Schools,All Students,5,2021,16,16,100.00%,-1,-1,-1.00%,-1.00%
Appleton Public Schools,All Schools,All Students,5,2022,12,12,100.00%,-1,-1,-1.00%,-1.00%
Appleton Public Schools,All Schools,All Students,5,2023,11,11,100.00%,-1,-1,-1.00%,-1.00%
Appleton Public Schools,All Schools,All Students,5,2024,21,21,100.00%,6,15,28.60%,71.40%
Appleton Public Schools,All Schools,All Students,5,2025,14,14,100.00%,-1,-1,-1.00%,-1.00%
Appleton Public Schools,All Schools,All Students,6,2021,13,12,92.30%,0,12,0.00%,100.00%
Appleton Public Schools,All Schools,All Students,6,2022,15,15,100.00%,-1,-1,-1.00%,-1.00%
Appleton Public Schools,All Schools,All Students,6,2023,14,14,100.00%,-1,-1,-1.00%,-1.00%
Appleton Public Schools,All Schools,All Students,6,2024,11,11,100.00%,5,6,45.50%,54.50%
Appleton Public Schools,All Schools,All Students,6,2025,21,21,100.00%,6,15,28.60%,71.40%
Appleton Public Schools,All Schools,All Students,7,2021,24,22,91.70%,0,22,0.00%,100.00%
Appleton Public Schools,All Schools,All Students,7,2022,12,12,100.00%,0,12,0.00%,100.00%
Appleton Public Schools,All Schools,All Students,7,2023,16,15,93.80%,6,9,40.00%,60.00%
Appleton Public Schools,All Schools,All Students,7,2024,16,16,100.00%,6,10,37.50%,62.50%
Appleton Public Schools,All Schools,All Students,7,2025,11,11,100.00%,5,6,45.50%,54.50%
Appleton Public Schools,All Schools,All Students,8,2021,19,18,94.70%,0,18,0.00%,100.00%
Appleton Public Schools,All Schools,All Students,8,2022,21,21,100.00%,0,21,0.00%,100.00%
Appleton Public Schools,All Schools,All Students,8,2023,13,13,100.00%,-1,-1,-1.00%,-1.00%
Appleton Public Schools,All Schools,All Students,8,2024,16,15,93.80%,7,8,46.70%,53.30%
Appleton Public Schools,All Schools,All Students,8,2025,17,17,100.00%,9,8,52.90%,47.10%
Appleton Public Schools,Appleton Village School,All Students,All Grades,2021,94,90,95.70%,7,83,7.80%,92.20%
Appleton Public Schools,Appleton Village School,All Students,All Grades,2022,90,90,100.00%,7,83,7.80%,92.20%
Appleton Public Schools,Appleton Village School,All Students,All Grades,2023,84,83,98.80%,19,64,22.90%,77.10%
Appleton Public Schools,Appleton Village School,All Students,All Grades,2024,87,86,98.90%,26,60,30.20%,69.80%
Appleton Public Schools,Appleton Village School,All Students,All Grades,2025,92,92,100.00%,29,63,31.50%,68.50%
Appleton Public Schools,Appleton Village School,All Students,3,2021,10,10,100.00%,-1,-1,-1.00%,-1.00%
Appleton Public Schools,Appleton Village School,All Students,3,2022,19,19,100.00%,-1,-1,-1.00%,-1.00%
Appleton Public Schools,Appleton Village School,All Students,3,2023,10,10,100.00%,-1,-1,-1.00%,-1.00%
Appleton Public Schools,Appleton Village School,All Students,3,2024,12,12,100.00%,-1,-1,-1.00%,-1.00%
Appleton Public Schools,Appleton Village School,All Students,3,2025,16,16,100.00%,5,11,31.30%,68.80%
Appleton Public Schools,Appleton Village School,All Students,4,2021,12,12,100.00%,-1,-1,-1.00%,-1.00%
Appleton Public Schools,Appleton Village School,All Students,4,2022,11,11,100.00%,-1,-1,-1.00%,-1.00%
Appleton Public Schools,Appleton Village School,All Students,4,2023,20,20,100.00%,-1,-1,-1.00%,-1.00%
Appleton Public Schools,Appleton Village School,All Students,4,2024,11,11,100.00%,-1,-1,-1.00%,-1.00%
Appleton Public Schools,Appleton Village School,All Students,4,2025,13,13,100.00%,-1,-1,-1.00%,-1.00%
Appleton Public Schools,Appleton Village School,All Students,5,2021,16,16,100.00%,-1,-1,-1.00%,-1.00%
Appleton Public Schools,Appleton Village School,All Students,5,2022,12,12,100.00%,-1,-1,-1.00%,-1.00%
Appleton Public Schools,Appleton Village School,All Students,5,2023,11,11,100.00%,-1,-1,-1.00%,-1.00%
Appleton Public Schools,Appleton Village School,All Students,5,2024,21,21,100.00%,6,15,28.60%,71.40%
Appleton Public Schools,Appleton Village School,All Students,5,2025,14,14,100.00%,-1,-1,-1.00%,-1.00%
Appleton Public Schools,Appleton Village School,All Students,6,2021,13,12,92.30%,0,12,0.00%,100.00%
Appleton Public Schools,Appleton Village School,All Students,6,2022,15,15,100.00%,-1,-1,-1.00%,-1.00%
Appleton Public Schools,Appleton Village School,All Students,6,2023,14,14,100.00%,-1,-1,-1.00%,-1.00%
Appleton Public Schools,Appleton Village School,All Students,6,2024,11,11,100.00%,5,6,45.50%,54.50%
Appleton Public Schools,Appleton Village School,All Students,6,2025,21,21,100.00%,6,15,28.60%,71.40%
Appleton Public Schools,Appleton Village School,All Students,7,2021,24,22,91.70%,0,22,0.00%,100.00%
Appleton Public Schools,Appleton Village School,All Students,7,2022,12,12,100.00%,0,12,0.00%,100.00%
Appleton Public Schools,Appleton Village School,All Students,7,2023,16,15,93.80%,6,9,40.00%,60.00%
Appleton Public Schools,Appleton Village School,All Students,7,2024,16,16,100.00%,6,10,37.50%,62.50%
Appleton Public Schools,Appleton Village School,All Students,7,2025,11,11,100.00%,5,6,45.50%,54.50%
Appleton Public Schools,Appleton Village School,All Students,8,2021,19,18,94.70%,0,18,0.00%,100.00%
Appleton Public Schools,Appleton Village School,All Students,8,2022,21,21,100.00%,0,21,0.00%,100.00%
Appleton Public Schools,Appleton Village School,All Students,8,2023,13,13,100.00%,-1,-1,-1.00%,-1.00%
Appleton Public Schools,Appleton Village School,All Students,8,2024,16,15,93.80%,7,8,46.70%,53.30%
Appleton Public Schools,Appleton Village School,All Students,8,2025,17,17,100.00%,9,8,52.90%,47.10%
Arthur R. Gould Sch--LCYDC,All Schools,All Students,All Grades,2021,7,0,0.00%,,,,
Arthur R. Gould Sch--LCYDC,All Schools,All Students,All Grades,2022,5,0,0.00%,,,,
Arthur R. Gould Sch--LCYDC,All Schools,All Students,All Grades,2023,2,0,0.00%,-1,-1,-1.00%,-1.00%
Arthur R. Gould Sch--LCYDC,All Schools,All Students,All Grades,2024,1,0,0.00%,-1,-1,-1.00%,-1.00%
Arthur R. Gould Sch--LCYDC,All Schools,All Students,All Grades,2025,4,0,0.00%,-1,-1,-1.00%,-1.00%
Arthur R. Gould Sch--LCYDC,All Schools,All Students,High School,2021,7,0,0.00%,0,0,0.00%,0.00%
Arthur R. Gould Sch--LCYDC,All Schools,All Students,High School,2022,5,0,0.00%,0,0,0.00%,0.00%
Arthur R. Gould Sch--LCYDC,All Schools,All Students,High School,2023,2,0,0.00%,-1,-1,-1.00%,-1.00%
Arthur R. Gould Sch--LCYDC,All Schools,All Students,High School,2024,1,0,0.00%,-1,-1,-1.00%,-1.00%
Arthur R. Gould Sch--LCYDC,All Schools,All Students,High School,2025,4,0,0.00%,-1,-1,-1.00%,-1.00%
Arthur R. Gould Sch--LCYDC,Arthur R. Gould Sch--LCYDC,All Students,All Grades,2021,7,0,0.00%,,,,
Arthur R. Gould Sch--LCYDC,Arthur R. Gould Sch--LCYDC,All Students,All Grades,2022,5,0,0.00%,,,,
Arthur R. Gould Sch--LCYDC,Arthur R. Gould Sch--LCYDC,All Students,All Grades,2023,2,0,0.00%,-1,-1,-1.00%,-1.00%
Arthur R. Gould Sch--LCYDC,Arthur R. Gould Sch--LCYDC,All Students,All Grades,2024,1,0,0.00%,-1,-1,-1.00%,-1.00%
Arthur R. Gould Sch--LCYDC,Arthur R. Gould Sch--LCYDC,All Students,All Grades,2025,4,0,0.00%,-1,-1,-1.00%,-1.00%
Arthur R. Gould Sch--LCYDC,Arthur R. Gould Sch--LCYDC,All Students,High School,2021,7,0,0.00%,0,0,0.00%,0.00%
Arthur R. Gould Sch--LCYDC,Arthur R. Gould Sch--LCYDC,All Students,High School,2022,5,0,0.00%,0,0,0.00%,0.00%
Arthur R. Gould Sch--LCYDC,Arthur R. Gould Sch--LCYDC,All Students,High School,2023,2,0,0.00%,-1,-1,-1.00%,-1.00%
Arthur R. Gould Sch--LCYDC,Arthur R. Gould Sch--LCYDC,All Students,High School,2024,1,0,0.00%,-1,-1,-1.00%,-1.00%
Arthur R. Gould Sch--LCYDC,Arthur R. Gould Sch--LCYDC,All Students,High School,2025,4,0,0.00%,-1,-1,-1.00%,-1.00%
Athens Public Schools,All Schools,All Students,All Grades,2021,67,65,97.00%,-1,-1,-1.00%,-1.00%
Athens Public Schools,All Schools,All Students,All Grades,2022,74,73,98.60%,-1,-1,-1.00%,-1.00%
Athens Public Schools,All Schools,All Students,All Grades,2023,85,84,98.80%,18,66,21.40%,78.60%
Athens Public Schools,All Schools,All Students,All Grades,2024,81,81,100.00%,23,58,28.40%,71.60%
Athens Public Schools,All Schools,All Students,All Grades,2025,84,84,100.00%,22,62,26.20%,73.80%
Athens Public Schools,All Schools,All Students,3,2021,8,8,100.00%,-1,-1,-1.00%,-1.00%
Athens Public Schools,All Schools,All Students,3,2022,14,14,100.00%,-1,-1,-1.00%,-1.00%
Athens Public Schools,All Schools,All Students,3,2023,14,14,100.00%,-1,-1,-1.00%,-1.00%
Athens Public Schools,All Schools,All Students,3,2024,9,9,100.00%,-1,-1,-1.00%,-1.00%
Athens Public Schools,All Schools,All Students,3,2025,11,11,100.00%,5,6,45.50%,54.50%
Athens Public Schools,All Schools,All Students,4,2021,13,13,100.00%,0,13,0.00%,100.00%
Athens Public Schools,All Schools,All Students,4,2022,10,10,100.00%,0,10,0.00%,100.00%
Athens Public Schools,All Schools,All Students,4,2023,14,14,100.00%,5,9,35.70%,64.30%
Athens Public Schools,All Schools,All Students,4,2024,15,15,100.00%,5,10,33.30%,66.70%
Athens Public Schools,All Schools,All Students,4,2025,8,8,100.00%,-1,-1,-1.00%,-1.00%
Athens Public Schools,All Schools,All Students,5,2021,11,11,100.00%,0,11,0.00%,100.00%
Athens Public Schools,All Schools,All Students,5,2022,11,11,100.00%,0,11,0.00%,100.00%
Athens Public Schools,All Schools,All Students,5,2023,9,9,100.00%,0,9,0.00%,100.00%
Athens Public Schools,All Schools,All Students,5,2024,15,15,100.00%,5,10,33.30%,66.70%
Athens Public Schools,All Schools,All Students,5,2025,14,14,100.00%,-1,-1,-1.00%,-1.00%
Athens Public Schools,All Schools,All Students,6,2021,13,13,100.00%,-1,-1,-1.00%,-1.00%
Athens Public Schools,All Schools,All Students,6,2022,11,11,100.00%,-1,-1,-1.00%,-1.00%
Athens Public Schools,All Schools,All Students,6,2023,13,13,100.00%,-1,-1,-1.00%,-1.00%
Athens Public Schools,All Schools,All Students,6,2024,10,10,100.00%,-1,-1,-1.00%,-1.00%
Athens Public Schools,All Schools,All Students,6,2025,15,15,100.00%,-1,-1,-1.00%,-1.00%
Athens Public Schools,All Schools,All Students,7,2021,7,7,100.00%,0,7,0.00%,100.00%
Athens Public Schools,All Schools,All Students,7,2022,12,12,100.00%,0,12,0.00%,100.00%
Athens Public Schools,All Schools,All Students,7,2023,11,10,90.90%,-1,-1,-1.00%,-1.00%
Athens Public Schools,All Schools,All Students,7,2024,14,14,100.00%,7,7,50.00%,50.00%
Athens Public Schools,All Schools,All Students,7,2025,10,10,100.00%,-1,-1,-1.00%,-1.00%
Athens Public Schools,All Schools,All Students,8,2021,11,11,100.00%,0,11,0.00%,100.00%
Athens Public Schools,All Schools,All Students,8,2022,11,0,0.00%,0,0,0.00%,0.00%
Athens Public Schools,All Schools,All Students,8,2023,16,16,100.00%,-1,-1,-1.00%,-1.00%
Athens Public Schools,All Schools,All Students,8,2024,13,13,100.00%,-1,-1,-1.00%,-1.00%
Athens Public Schools,All Schools,All Students,8,2025,12,12,100.00%,-1,-1,-1.00%,-1.00%
Athens Public Schools,Athens Community School,All Students,All Grades,2021,63,63,100.00%,-1,-1,-1.00%,-1.00%
Athens Public Schools,Athens Community School,All Students,All Grades,2022,69,69,100.00%,-1,-1,-1.00%,-1.00%
Athens Public Schools,Athens Community School,All Students,All Grades,2023,77,76,98.70%,18,58,23.70%,76.30%
Athens Public Schools,Athens Community School,All Students,All Grades,2024,76,76,100.00%,25,51,32.90%,67.10%
Athens Public Schools,Athens Community School,All Students,All Grades,2025,70,70,100.00%,19,51,27.10%,72.90%
Athens Public Schools,Athens Community School,All Students,3,2021,8,8,100.00%,-1,-1,-1.00%,-1.00%
Athens Public Schools,Athens Community School,All Students,3,2022,14,14,100.00%,-1,-1,-1.00%,-1.00%
Athens Public Schools,Athens Community School,All Students,3,2023,14,14,100.00%,-1,-1,-1.00%,-1.00%
Athens Public Schools,Athens Community School,All Students,3,2024,9,9,100.00%,-1,-1,-1.00%,-1.00%
Athens Public Schools,Athens Community School,All Students,3,2025,11,11,100.00%,5,6,45.50%,54.50%
Athens Public Schools,Athens Community School,All Students,4,2021,13,13,100.00%,0,13,0.00%,100.00%
Athens Public Schools,Athens Community School,All Students,4,2022,10,10,100.00%,0,10,0.00%,100.00%
Athens Public Schools,Athens Community School,All Students,4,2023,14,14,100.00%,5,9,35.70%,64.30%
Athens Public Schools,Athens Community School,All Students,4,2024,15,15,100.00%,5,10,33.30%,66.70%
Athens Public Schools,Athens Community School,All Students,4,2025,8,8,100.00%,-1,-1,-1.00%,-1.00%
Athens Public Schools,Athens Community School,All Students,5,2021,11,11,100.00%,0,11,0.00%,100.00%
Athens Public Schools,Athens Community School,All Students,5,2022,11,11,100.00%,0,11,0.00%,100.00%
Athens Public Schools,Athens Community School,All Students,5,2023,9,9,100.00%,0,9,0.00%,100.00%
Athens Public Schools,Athens Community School,All Students,5,2024,15,15,100.00%,5,10,33.30%,66.70%
Athens Public Schools,Athens Community School,All Students,5,2025,14,14,100.00%,-1,-1,-1.00%,-1.00%
Athens Public Schools,Athens Community School,All Students,6,2021,13,13,100.00%,-1,-1,-1.00%,-1.00%
Athens Public Schools,Athens Community School,All Students,6,2022,11,11,100.00%,-1,-1,-1.00%,-1.00%
Athens Public Schools,Athens Community School,All Students,6,2023,13,13,100.00%,-1,-1,-1.00%,-1.00%
Athens Public Schools,Athens Community School,All Students,6,2024,10,10,100.00%,-1,-1,-1.00%,-1.00%
Athens Public Schools,Athens Community School,All Students,6,2025,15,15,100.00%,-1,-1,-1.00%,-1.00%
Athens Public Schools,Athens Community School,All Students,7,2021,7,7,100.00%,0,7,0.00%,100.00%
Athens Public Schools,Athens Community School,All Students,7,2022,12,12,100.00%,0,12,0.00%,100.00%
Athens Public Schools,Athens Community School,All Students,7,2023,11,10,90.90%,-1,-1,-1.00%,-1.00%
Athens Public Schools,Athens Community School,All Students,7,2024,14,14,100.00%,7,7,50.00%,50.00%
Athens Public Schools,Athens Community School,All Students,7,2025,10,10,100.00%,-1,-1,-1.00%,-1.00%
Athens Public Schools,Athens Community School,All Students,8,2021,11,11,100.00%,0,11,0.00%,100.00%
Athens Public Schools,Athens Community School,All Students,8,2022,11,0,0.00%,0,0,0.00%,0.00%
Athens Public Schools,Athens Community School,All Students,8,2023,16,16,100.00%,-1,-1,-1.00%,-1.00%
Athens Public Schools,Athens Community School,All Students,8,2024,13,13,100.00%,-1,-1,-1.00%,-1.00%
Athens Public Schools,Athens Community School,All Students,8,2025,12,12,100.00%,-1,-1,-1.00%,-1.00%
Auburn Public Schools,All Schools,All Students,All Grades,2021,"1,743","1,539",88.30%,295,"1,244",19.20%,80.80%
Auburn Public Schools,All Schools,All Students,All Grades,2022,"1,690","1,557",92.10%,306,"1,251",19.70%,80.30%
Auburn Public Schools,All Schools,All Students,All Grades,2023,"1,680","1,582",94.20%,620,962,39.20%,60.80%
Auburn Public Schools,All Schools,All Students,All Grades,2024,"1,655","1,590",96.10%,648,942,40.80%,59.20%
Auburn Public Schools,All Schools,All Students,All Grades,2025,"1,698","1,612",94.90%,658,954,40.80%,59.20%
Auburn Public Schools,All Schools,All Students,3,2021,243,238,97.90%,54,184,22.70%,77.30%
Auburn Public Schools,All Schools,All Students,3,2022,207,205,99.00%,37,168,18.00%,82.00%
Auburn Public Schools,All Schools,All Students,3,2023,230,226,98.30%,98,128,43.40%,56.60%
Auburn Public Schools,All Schools,All Students,3,2024,200,198,99.00%,91,107,46.00%,54.00%
Auburn Public Schools,All Schools,All Students,3,2025,238,237,99.60%,87,150,36.70%,63.30%
Auburn Public Schools,All Schools,All Students,4,2021,232,227,97.80%,48,179,21.10%,78.90%
Auburn Public Schools,All Schools,All Students,4,2022,233,229,98.30%,45,184,19.70%,80.30%
Auburn Public Schools,All Schools,All Students,4,2023,209,207,99.00%,77,130,37.20%,62.80%
Auburn Public Schools,All Schools,All Students,4,2024,238,235,98.70%,88,147,37.40%,62.60%
Auburn Public Schools,All Schools,All Students,4,2025,211,209,99.10%,68,141,32.50%,67.50%
Auburn Public Schools,All Schools,All Students,5,2021,253,244,96.40%,54,190,22.10%,77.90%
Auburn Public Schools,All Schools,All Students,5,2022,233,226,97.00%,48,178,21.20%,78.80%
Auburn Public Schools,All Schools,All Students,5,2023,237,235,99.20%,84,151,35.70%,64.30%
Auburn Public Schools,All Schools,All Students,5,2024,203,201,99.00%,63,138,31.30%,68.70%
