district,district_id,school,school_id,year,grade_span,ncesid,school_type,county,address,city
Bangor Public Schools,42,Downeast School,48,2020-2021,PK-03,230282000049,Public,Penobscot,100 Moosehead Blvd,Bangor
Bangor Public Schools,42,Downeast School,48,2019-2020,PK-03,230282000049,Public,Penobscot,100 Moosehead Blvd,Bangor
Bangor Public Schools,42,Downeast School,48,2018-2019,PR-03,230282000049,Public,Penobscot,100 Moosehead Blvd,Bangor
Bangor Public Schools,42,Downeast School,48,2017-2018,PR-03,230282000049,Public,Penobscot,100 Moosehead Blvd,Bangor
Bangor Public Schools,42,Fairmount School,43,2024-2025,04-05,230282000050,Public,Penobscot,58 Thirteenth Street,Bangor
Bangor Public Schools,42,Fairmount School,43,2023-2024,04-05,230282000050,Public,Penobscot,58 Thirteenth Street,Bangor
Bangor Public Schools,42,Fairmount School,43,2022-2023,04-05,230282000050,Public,Penobscot,58 Thirteenth Street,Bangor
Bangor Public Schools,42,Fairmount School,43,2021-2022,04-05,230282000050,Public,Penobscot,58 Thirteenth Street,Bangor
Bangor Public Schools,42,Fairmount School,43,2020-2021,04-05,230282000050,Public,Penobscot,58 Thirteenth Street,Bangor
Bangor Public Schools,42,Fairmount School,43,2019-2020,04-05,230282000050,Public,Penobscot,58 Thirteenth Street,Bangor
Bangor Public Schools,42,Fairmount School,43,2018-2019,04-05,230282000050,Public,Penobscot,58 Thirteenth Street,Bangor
Bangor Public Schools,42,Fairmount School,43,2017-2018,04-05,230282000050,Public,Penobscot,58 Thirteenth Street,Bangor
Bangor Public Schools,42,Fourteenth Street School,49,2024-2025,PK-03,230282001005,Public,Penobscot,224 Fourteenth Street,Bangor
Bangor Public Schools,42,Fourteenth Street School,49,2023-2024,PK-03,230282001005,Public,Penobscot,224 Fourteenth Street,Bangor
Bangor Public Schools,42,Fourteenth Street School,49,2022-2023,PK-03,230282001005,Public,Penobscot,224 Fourteenth Street,Bangor
Bangor Public Schools,42,Fourteenth Street School,49,2021-2022,PK-03,230282001005,Public,Penobscot,224 Fourteenth Street,Bangor
Bangor Public Schools,42,Fourteenth Street School,49,2020-2021,PK-03,230282001005,Public,Penobscot,224 Fourteenth Street,Bangor
Bangor Public Schools,42,Fourteenth Street School,49,2019-2020,PK-03,230282001005,Public,Penobscot,224 Fourteenth Street,Bangor
Bangor Public Schools,42,Fourteenth Street School,49,2018-2019,PR-03,230282001005,Public,Penobscot,224 Fourteenth Street,Bangor
Bangor Public Schools,42,Fourteenth Street School,49,2017-2018,PR-03,230282001005,Public,Penobscot,224 Fourteenth Street,Bangor
Bangor Public Schools,42,Fruit Street School,44,2024-2025,PK-03,230282000053,Public,Penobscot,175 Fruit Street,Bangor
Bangor Public Schools,42,Fruit Street School,44,2023-2024,PK-03,230282000053,Public,Penobscot,175 Fruit Street,Bangor
Bangor Public Schools,42,Fruit Street School,44,2022-2023,PK-03,230282000053,Public,Penobscot,175 Fruit Street,Bangor
Bangor Public Schools,42,Fruit Street School,44,2021-2022,PK-03,230282000053,Public,Penobscot,175 Fruit Street,Bangor
Bangor Public Schools,42,Fruit Street School,44,2020-2021,PK-03,230282000053,Public,Penobscot,175 Fruit Street,Bangor
Bangor Public Schools,42,Fruit Street School,44,2019-2020,PK-03,230282000053,Public,Penobscot,175 Fruit Street,Bangor
Bangor Public Schools,42,Fruit Street School,44,2018-2019,PR-03,230282000053,Public,Penobscot,175 Fruit Street,Bangor
Bangor Public Schools,42,Fruit Street School,44,2017-2018,PR-03,230282000053,Public,Penobscot,175 Fruit Street,Bangor
Bangor Public Schools,42,James F. Doughty School,50,2024-2025,06-08,230282000051,Public,Penobscot,143 Fifth Street,Bangor
Bangor Public Schools,42,James F. Doughty School,50,2023-2024,06-08,230282000051,Public,Penobscot,143 Fifth Street,Bangor
Bangor Public Schools,42,James F. Doughty School,50,2022-2023,06-08,230282000051,Public,Penobscot,143 Fifth Street,Bangor
Bangor Public Schools,42,James F. Doughty School,50,2021-2022,06-08,230282000051,Public,Penobscot,143 Fifth Street,Bangor
Bangor Public Schools,42,James F. Doughty School,50,2020-2021,06-08,230282000051,Public,Penobscot,143 Fifth Street,Bangor
Bangor Public Schools,42,James F. Doughty School,50,2019-2020,06-08,230282000051,Public,Penobscot,143 Fifth Street,Bangor
Bangor Public Schools,42,James F. Doughty School,50,2018-2019,06-08,230282000051,Public,Penobscot,143 Fifth Street,Bangor
Bangor Public Schools,42,James F. Doughty School,50,2017-2018,06-08,230282000051,Public,Penobscot,143 Fifth Street,Bangor
Bangor Public Schools,42,Mary Snow School,46,2024-2025,04-05,230282001004,Public,Penobscot,435 Broadway,Bangor
Bangor Public Schools,42,Mary Snow School,46,2023-2024,04-05,230282001004,Public,Penobscot,435 Broadway,Bangor
Bangor Public Schools,42,Mary Snow School,46,2022-2023,04-05,230282001004,Public,Penobscot,435 Broadway,Bangor
Bangor Public Schools,42,Mary Snow School,46,2021-2022,04-05,230282001004,Public,Penobscot,435 Broadway,Bangor
Bangor Public Schools,42,Mary Snow School,46,2020-2021,04-05,230282001004,Public,Penobscot,435 Broadway,Bangor
Bangor Public Schools,42,Mary Snow School,46,2019-2020,04-05,230282001004,Public,Penobscot,435 Broadway,Bangor
Bangor Public Schools,42,Mary Snow School,46,2018-2019,04-05,230282001004,Public,Penobscot,435 Broadway,Bangor
Bangor Public Schools,42,Mary Snow School,46,2017-2018,04-05,230282001004,Public,Penobscot,435 Broadway,Bangor
Bangor Public Schools,42,Vine Street School,47,2024-2025,PK-03,230282000058,Public,Penobscot,66 Vine Street,Bangor
Bangor Public Schools,42,Vine Street School,47,2023-2024,PK-03,230282000058,Public,Penobscot,66 Vine Street,Bangor
Bangor Public Schools,42,Vine Street School,47,2022-2023,PK-03,230282000058,Public,Penobscot,66 Vine Street,Bangor
Bangor Public Schools,42,Vine Street School,47,2021-2022,PK-03,230282000058,Public,Penobscot,66 Vine Street,Bangor
Bangor Public Schools,42,Vine Street School,47,2020-2021,PK-03,230282000058,Public,Penobscot,66 Vine Street,Bangor
Bangor Public Schools,42,Vine Street School,47,2019-2020,PK-03,230282000058,Public,Penobscot,66 Vine Street,Bangor
Bangor Public Schools,42,Vine Street School,47,2018-2019,PR-03,230282000058,Public,Penobscot,66 Vine Street,Bangor
Bangor Public Schools,42,Vine Street School,47,2017-2018,PR-03,230282000058,Public,Penobscot,66 Vine Street,Bangor
Bangor Public Schools,42,William S. Cohen School,51,2024-2025,06-08,230282000054,Public,Penobscot,304 Garland Street,Bangor
Bangor Public Schools,42,William S. Cohen School,51,2023-2024,06-08,230282000054,Public,Penobscot,304 Garland Street,Bangor
Bangor Public Schools,42,William S. Cohen School,51,2022-2023,06-08,230282000054,Public,Penobscot,304 Garland Street,Bangor
Bangor Public Schools,42,William S. Cohen School,51,2021-2022,06-08,230282000054,Public,Penobscot,304 Garland Street,Bangor
Bangor Public Schools,42,William S. Cohen School,51,2020-2021,06-08,230282000054,Public,Penobscot,304 Garland Street,Bangor
Bangor Public Schools,42,William S. Cohen School,51,2019-2020,06-08,230282000054,Public,Penobscot,304 Garland Street,Bangor
Bangor Public Schools,42,William S. Cohen School,51,2018-2019,06-08,230282000054,Public,Penobscot,304 Garland Street,Bangor
Bangor Public Schools,42,William S. Cohen School,51,2017-2018,06-08,230282000054,Public,Penobscot,304 Garland Street,Bangor
Bangor-Region 4,1017,United Technologies Ctr-Region 4,1018,2024-2025,09-12,231237000216,Technology Region,Penobscot,200 Hogan Road,Bangor
Bangor-Region 4,1017,United Technologies Ctr-Region 4,1018,2023-2024,09-12,231237000216,Technology Region,Penobscot,200 Hogan Road,Bangor
Bangor-Region 4,1017,United Technologies Ctr-Region 4,1018,2022-2023,09-12,231237000216,Technology Region,Penobscot,200 Hogan Road,Bangor
Bangor-Region 4,1017,United Technologies Ctr-Region 4,1018,2021-2022,09-12,231237000216,Technology Region,Penobscot,200 Hogan Road,Bangor
Bangor-Region 4,1017,United Technologies Ctr-Region 4,1018,2020-2021,09-12,231237000216,Technology Region,Penobscot,200 Hogan Road,Bangor
Bangor-Region 4,1017,United Technologies Ctr-Region 4,1018,2019-2020,09-12,231237000216,Technology Region,Penobscot,200 Hogan Road,Bangor
Bangor-Region 4,1017,United Technologies Ctr-Region 4,1018,2017-2018,09-12,231237000216,Technology Region,Penobscot,200 Hogan Road,Bangor
Bar Harbor Public Schools,53,Conners-Emerson School,54,2024-2025,KG-08,230285000060,Public,Hancock,11 Eagle Lake Road,Bar Harbor
Bar Harbor Public Schools,53,Conners-Emerson School,54,2023-2024,KG-08,230285000060,Public,Hancock,11 Eagle Lake Road,Bar Harbor
Bar Harbor Public Schools,53,Conners-Emerson School,54,2022-2023,KG-08,230285000060,Public,Hancock,11 Eagle Lake Road,Bar Harbor
Bar Harbor Public Schools,53,Conners-Emerson School,54,2021-2022,KG-08,230285000060,Public,Hancock,11 Eagle Lake Road,Bar Harbor
Bar Harbor Public Schools,53,Conners-Emerson School,54,2020-2021,KG-08,230285000060,Public,Hancock,11 Eagle Lake Road,Bar Harbor
Bar Harbor Public Schools,53,Conners-Emerson School,54,2019-2020,KG-08,230285000060,Public,Hancock,11 Eagle Lake Road,Bar Harbor
Bar Harbor Public Schools,53,Conners-Emerson School,54,2018-2019,KG-08,230285000060,Public,Hancock,11 Eagle Lake Road,Bar Harbor
Bar Harbor Public Schools,53,Conners-Emerson School,54,2017-2018,KG-08,230285000060,Public,Hancock,11 Eagle Lake Road,Bar Harbor
Baxter Academy for Technology and Science,1630,Baxter Academy for Tech & Sciences,1648,2024-2025,09-12,231481223141,Charter,Cumberland,185 Lancaster Street,Portland
Baxter Academy for Technology and Science,1630,Baxter Academy for Tech & Sciences,1648,2023-2024,09-12,231481223141,Charter,Cumberland,185 Lancaster Street,Portland
Baxter Academy for Technology and Science,1630,Baxter Academy for Tech & Sciences,1648,2022-2023,09-12,231481223141,Charter,Cumberland,185 Lancaster Street,Portland
Baxter Academy for Technology and Science,1630,Baxter Academy for Tech & Sciences,1648,2021-2022,09-12,231481223141,Charter,Cumberland,185 Lancaster Street,Portland
Baxter Academy for Technology and Science,1630,Baxter Academy for Tech & Sciences,1648,2020-2021,09-12,231481223141,Charter,Cumberland,185 Lancaster Street,Portland
Baxter Academy for Technology and Science,1630,Baxter Academy for Tech & Sciences,1648,2019-2020,09-12,231481223141,Charter,Cumberland,185 Lancaster Street,Portland
Baxter Academy for Technology and Science,1630,Baxter Academy for Tech & Sciences,1648,2018-2019,09-12,231481223141,Charter,Cumberland,185 Lancaster Street,Portland
Baxter Academy for Technology and Science,1630,Baxter Academy for Tech & Sciences,1648,2017-2018,09-12,231481223141,Charter,Cumberland,175 Lancaster Street,Portland
Beals Public Schools,62,Beals Elementary School,63,2024-2025,PK-08,230295000070,Public,Washington,24 Mill Pond Rd,Beals
Beals Public Schools,62,Beals Elementary School,63,2023-2024,PK-08,230295000070,Public,Washington,24 Mill Pond Rd,Beals
Beals Public Schools,62,Beals Elementary School,63,2022-2023,PK-08,230295000070,Public,Washington,24 Mill Pond Rd,Beals
Beals Public Schools,62,Beals Elementary School,63,2021-2022,PK-08,230295000070,Public,Washington,24 Mill Pond Rd,Beals
Beals Public Schools,62,Beals Elementary School,63,2020-2021,PK-08,230295000070,Public,Washington,24 Mill Pond Rd,Beals
Beals Public Schools,62,Beals Elementary School,63,2019-2020,PK-08,230295000070,Public,Washington,24 Mill Pond Rd,Beals
Beals Public Schools,62,Beals Elementary School,63,2018-2019,PR-08,230295000070,Public,Washington,24 Mill Pond Rd,Beals
Beals Public Schools,62,Beals Elementary School,63,2017-2018,PR-08,230295000070,Public,Washington,24 Mill Pond Rd,Beals
Biddeford Public Schools,65,Biddeford High School,66,2024-2025,08-12,230315000072,Public,York,20 Maplewood Avenue,Biddeford
Biddeford Public Schools,65,Biddeford High School,66,2023-2024,08-12,230315000072,Public,York,20 Maplewood Avenue,Biddeford
Biddeford Public Schools,65,Biddeford High School,66,2022-2023,09-12,230315000072,Public,York,20 Maplewood Avenue,Biddeford
Biddeford Public Schools,65,Biddeford High School,66,2021-2022,09-12,230315000072,Public,York,20 Maplewood Avenue,Biddeford
Biddeford Public Schools,65,Biddeford High School,66,2020-2021,09-12,230315000072,Public,York,20 Maplewood Avenue,Biddeford
Biddeford Public Schools,65,Biddeford High School,66,2019-2020,09-12,230315000072,Public,York,20 Maplewood Avenue,Biddeford
Biddeford Public Schools,65,Biddeford High School,66,2018-2019,09-12,230315000072,Public,York,20 Maplewood Avenue,Biddeford
Biddeford Public Schools,65,Biddeford High School,66,2017-2018,09-12,230315000072,Public,York,20 Maplewood Avenue,Biddeford
Biddeford Public Schools,65,Biddeford Intermediate School,71,2024-2025,03-04,230315000622,Public,York,335 Hill Street,Biddeford
Biddeford Public Schools,65,Biddeford Intermediate School,71,2023-2024,03-04,230315000622,Public,York,335 Hill Street,Biddeford
Biddeford Public Schools,65,Biddeford Intermediate School,71,2022-2023,03-04,230315000622,Public,York,335 Hill Street,Biddeford
Biddeford Public Schools,65,Biddeford Intermediate School,71,2021-2022,03-04,230315000622,Public,York,335 Hill Street,Biddeford
Biddeford Public Schools,65,Biddeford Intermediate School,71,2020-2021,04-05,230315000622,Public,York,335 Hill Street,Biddeford
Biddeford Public Schools,65,Biddeford Intermediate School,71,2019-2020,04-05,230315000622,Public,York,335 Hill Street,Biddeford
Biddeford Public Schools,65,Biddeford Intermediate School,71,2018-2019,04-05,230315000622,Public,York,335 Hill Street,Biddeford
Biddeford Public Schools,65,Biddeford Intermediate School,71,2017-2018,04-05,230315000622,Public,York,335 Hill Street,Biddeford
Biddeford Public Schools,65,Biddeford Middle School,68,2024-2025,05-07,230315001017,Public,York,25 Tiger Drive,Biddeford
Biddeford Public Schools,65,Biddeford Middle School,68,2023-2024,05-07,230315001017,Public,York,25 Tiger Drive,Biddeford
Biddeford Public Schools,65,Biddeford Middle School,68,2022-2023,05-08,230315001017,Public,York,25 Tiger Drive,Biddeford
Biddeford Public Schools,65,Biddeford Middle School,68,2021-2022,05-08,230315001017,Public,York,25 Tiger Drive,Biddeford
Biddeford Public Schools,65,Biddeford Middle School,68,2020-2021,06-08,230315001017,Public,York,25 Tiger Drive,Biddeford
Biddeford Public Schools,65,Biddeford Middle School,68,2019-2020,06-08,230315001017,Public,York,25 Tiger Drive,Biddeford
Biddeford Public Schools,65,Biddeford Middle School,68,2018-2019,06-08,230315001017,Public,York,25 Tiger Drive,Biddeford
Biddeford Public Schools,65,Biddeford Middle School,68,2017-2018,06-08,230315001017,Public,York,25 Tiger Drive,Biddeford
Biddeford Public Schools,65,Biddeford Primary School,69,2024-2025,KG-02,230315001042,Public,York,320 Hill Street,Biddeford
Biddeford Public Schools,65,Biddeford Primary School,69,2023-2024,01-02,230315001042,Public,York,320 Hill Street,Biddeford
Biddeford Public Schools,65,Biddeford Primary School,69,2022-2023,01-02,230315001042,Public,York,320 Hill Street,Biddeford
Biddeford Public Schools,65,Biddeford Primary School,69,2021-2022,01-02,230315001042,Public,York,320 Hill Street,Biddeford
Biddeford Public Schools,65,Biddeford Primary School,69,2020-2021,01-03,230315001042,Public,York,320 Hill Street,Biddeford
Biddeford Public Schools,65,Biddeford Primary School,69,2019-2020,01-03,230315001042,Public,York,320 Hill Street,Biddeford
Biddeford Public Schools,65,Biddeford Primary School,69,2018-2019,01-03,230315001042,Public,York,320 Hill Street,Biddeford
Biddeford Public Schools,65,Biddeford Primary School,69,2017-2018,01-03,230315001042,Public,York,320 Hill Street,Biddeford
Biddeford Public Schools,65,Biddeford Regional Ctr of Tech,70,2024-2025,09-12,230315000064,Technology Center,York,10 Maplewood Avenue,Biddeford
Biddeford Public Schools,65,Biddeford Regional Ctr of Tech,70,2023-2024,09-12,230315000064,Technology Center,York,10 Maplewood Avenue,Biddeford
Biddeford Public Schools,65,Biddeford Regional Ctr of Tech,70,2022-2023,09-12,230315000064,Technology Center,York,10 Maplewood Avenue,Biddeford
Biddeford Public Schools,65,Biddeford Regional Ctr of Tech,70,2021-2022,09-12,230315000064,Technology Center,York,10 Maplewood Avenue,Biddeford
Biddeford Public Schools,65,Biddeford Regional Ctr of Tech,70,2020-2021,09-12,230315000064,Technology Center,York,10 Maplewood Avenue,Biddeford
Biddeford Public Schools,65,Biddeford Regional Ctr of Tech,70,2019-2020,09-12,230315000064,Technology Center,York,10 Maplewood Avenue,Biddeford
Biddeford Public Schools,65,Biddeford Regional Ctr of Tech,70,2017-2018,09-12,230315000064,Technology Center,York,10 Maplewood Avenue,Biddeford
Biddeford Public Schools,65,John F Kennedy Memorial School,67,2024-2025,PK-KG,230315000076,Public,York,64 West Street,Biddeford
Biddeford Public Schools,65,John F Kennedy Memorial School,67,2023-2024,PK-KG,230315000076,Public,York,64 West Street,Biddeford
Biddeford Public Schools,65,John F Kennedy Memorial School,67,2022-2023,PK-KG,230315000076,Public,York,64 West Street,Biddeford
Biddeford Public Schools,65,John F Kennedy Memorial School,67,2021-2022,PK-KG,230315000076,Public,York,64 West Street,Biddeford
Biddeford Public Schools,65,John F Kennedy Memorial School,67,2020-2021,PK-KG,230315000076,Public,York,64 West Street,Biddeford
Biddeford Public Schools,65,John F Kennedy Memorial School,67,2019-2020,PK-KG,230315000076,Public,York,64 West Street,Biddeford
Biddeford Public Schools,65,John F Kennedy Memorial School,67,2018-2019,PR-KG,230315000076,Public,York,64 West Street,Biddeford
Biddeford Public Schools,65,John F Kennedy Memorial School,67,2017-2018,PR-KG,230315000076,Public,York,64 West Street,Biddeford
Blue Hill Harbor School,1441,Blue Hill Harbor School,1442,2024-2025,09-12, ,Private - 60% Publicly Funded,Hancock,57 South Street,Blue Hill
