district,district_id,school_name,school_id,year,number
RSU 26,1465,Asa C Adams School,339,2023-2024,0
RSU 26,1465,Asa C Adams School,339,2022-2023,1
RSU 26,1465,Asa C Adams School,339,2021-2022,0
RSU 26,1465,Asa C Adams School,339,2020-2021,0
RSU 26,1465,Asa C Adams School,339,2018-2019,0
RSU 26,1465,Asa C Adams School,339,2017-2018,0
RSU 26,1465,Orono High School,340,2023-2024,1
RSU 26,1465,Orono High School,340,2022-2023,0
RSU 26,1465,Orono High School,340,2021-2022,0
RSU 26,1465,Orono High School,340,2020-2021,0
RSU 26,1465,Orono High School,340,2018-2019,0
RSU 26,1465,Orono High School,340,2017-2018,0
RSU 26,1465,Orono Middle School,341,2023-2024,0
RSU 26,1465,Orono Middle School,341,2022-2023,0
RSU 26,1465,Orono Middle School,341,2021-2022,0
RSU 26,1465,Orono Middle School,341,2020-2021,0
RSU 26,1465,Orono Middle School,341,2018-2019,1
RSU 26,1465,Orono Middle School,341,2017-2018,0
RSU 28/MSAD 28,703,All Schools,  ,2023-2024,1
RSU 28/MSAD 28,703,All Schools,  ,2022-2023,0
RSU 28/MSAD 28,703,All Schools,  ,2021-2022,0
RSU 28/MSAD 28,703,All Schools,  ,2020-2021,0
RSU 28/MSAD 28,703,All Schools,  ,2018-2019,0
RSU 28/MSAD 28,703,All Schools,  ,2017-2018,0
RSU 28/MSAD 28,703,Camden-Rockport Elementary School,706,2023-2024,1
RSU 28/MSAD 28,703,Camden-Rockport Elementary School,706,2022-2023,0
RSU 28/MSAD 28,703,Camden-Rockport Elementary School,706,2021-2022,0
RSU 28/MSAD 28,703,Camden-Rockport Elementary School,706,2020-2021,0
RSU 28/MSAD 28,703,Camden-Rockport Elementary School,706,2018-2019,0
RSU 28/MSAD 28,703,Camden-Rockport Elementary School,706,2017-2018,0
RSU 28/MSAD 28,703,Camden-Rockport Middle School,705,2023-2024,0
RSU 28/MSAD 28,703,Camden-Rockport Middle School,705,2022-2023,0
RSU 28/MSAD 28,703,Camden-Rockport Middle School,705,2021-2022,0
RSU 28/MSAD 28,703,Camden-Rockport Middle School,705,2020-2021,0
RSU 28/MSAD 28,703,Camden-Rockport Middle School,705,2018-2019,0
RSU 28/MSAD 28,703,Camden-Rockport Middle School,705,2017-2018,0
RSU 29/MSAD 29,707,All Schools,  ,2023-2024,0
RSU 29/MSAD 29,707,All Schools,  ,2022-2023,0
RSU 29/MSAD 29,707,All Schools,  ,2021-2022,0
RSU 29/MSAD 29,707,All Schools,  ,2020-2021,0
RSU 29/MSAD 29,707,All Schools,  ,2018-2019,0
RSU 29/MSAD 29,707,All Schools,  ,2017-2018,0
RSU 29/MSAD 29,707,Houlton Elementary School,708,2023-2024,0
RSU 29/MSAD 29,707,Houlton Elementary School,708,2022-2023,0
RSU 29/MSAD 29,707,Houlton Elementary School,708,2021-2022,0
RSU 29/MSAD 29,707,Houlton Elementary School,708,2020-2021,0
RSU 29/MSAD 29,707,Houlton Elementary School,708,2018-2019,0
RSU 29/MSAD 29,707,Houlton Elementary School,708,2017-2018,0
RSU 29/MSAD 29,707,Houlton High School,709,2023-2024,0
RSU 29/MSAD 29,707,Houlton High School,709,2022-2023,0
RSU 29/MSAD 29,707,Houlton High School,709,2021-2022,0
RSU 29/MSAD 29,707,Houlton High School,709,2020-2021,0
RSU 29/MSAD 29,707,Houlton High School,709,2018-2019,0
RSU 29/MSAD 29,707,Houlton High School,709,2017-2018,0
RSU 29/MSAD 29,707,Houlton Junior High School,711,2023-2024,0
RSU 29/MSAD 29,707,Houlton Junior High School,711,2022-2023,0
RSU 29/MSAD 29,707,Houlton Junior High School,711,2021-2022,0
RSU 29/MSAD 29,707,Houlton Junior High School,711,2020-2021,0
RSU 29/MSAD 29,707,Houlton Junior High School,711,2018-2019,0
RSU 29/MSAD 29,707,Houlton Junior High School,711,2017-2018,0
RSU 29/MSAD 29,707,Houlton Southside School,710,2023-2024,0
RSU 29/MSAD 29,707,Houlton Southside School,710,2022-2023,0
RSU 29/MSAD 29,707,Houlton Southside School,710,2021-2022,0
RSU 29/MSAD 29,707,Houlton Southside School,710,2020-2021,0
RSU 29/MSAD 29,707,Houlton Southside School,710,2018-2019,0
RSU 29/MSAD 29,707,Houlton Southside School,710,2017-2018,0
RSU 30/MSAD 30,713,All Schools,  ,2023-2024,0
RSU 30/MSAD 30,713,All Schools,  ,2022-2023,1
RSU 30/MSAD 30,713,All Schools,  ,2021-2022,0
RSU 30/MSAD 30,713,All Schools,  ,2020-2021,0
RSU 30/MSAD 30,713,All Schools,  ,2018-2019,0
RSU 30/MSAD 30,713,All Schools,  ,2017-2018,0
RSU 30/MSAD 30,713,Lee/Winn School,716,2023-2024,0
RSU 30/MSAD 30,713,Lee/Winn School,716,2022-2023,0
RSU 30/MSAD 30,713,Lee/Winn School,716,2021-2022,0
RSU 30/MSAD 30,713,Lee/Winn School,716,2020-2021,0
RSU 30/MSAD 30,713,Lee/Winn School,716,2018-2019,0
RSU 30/MSAD 30,713,Lee/Winn School,716,2017-2018,0
RSU 30/MSAD 30,713,Mt Jefferson Jr High School,714,2023-2024,0
RSU 30/MSAD 30,713,Mt Jefferson Jr High School,714,2022-2023,0
RSU 30/MSAD 30,713,Mt Jefferson Jr High School,714,2021-2022,0
RSU 30/MSAD 30,713,Mt Jefferson Jr High School,714,2020-2021,0
RSU 30/MSAD 30,713,Mt Jefferson Jr High School,714,2018-2019,0
RSU 30/MSAD 30,713,Mt Jefferson Jr High School,714,2017-2018,0
RSU 31/MSAD 31,718,All Schools,  ,2023-2024,0
RSU 31/MSAD 31,718,All Schools,  ,2022-2023,0
RSU 31/MSAD 31,718,All Schools,  ,2021-2022,0
RSU 31/MSAD 31,718,All Schools,  ,2020-2021,0
RSU 31/MSAD 31,718,All Schools,  ,2019-2020,0
RSU 31/MSAD 31,718,All Schools,  ,2018-2019,0
RSU 31/MSAD 31,718,All Schools,  ,2017-2018,0
RSU 31/MSAD 31,718,Enfield Station Elementary School,719,2023-2024,0
RSU 31/MSAD 31,718,Enfield Station Elementary School,719,2022-2023,0
RSU 31/MSAD 31,718,Enfield Station Elementary School,719,2021-2022,0
RSU 31/MSAD 31,718,Enfield Station Elementary School,719,2020-2021,0
RSU 31/MSAD 31,718,Enfield Station Elementary School,719,2019-2020,0
RSU 31/MSAD 31,718,Enfield Station Elementary School,719,2018-2019,0
RSU 31/MSAD 31,718,Enfield Station Elementary School,719,2017-2018,0
RSU 31/MSAD 31,718,Hichborn Middle School,721,2023-2024,0
RSU 31/MSAD 31,718,Hichborn Middle School,721,2022-2023,0
RSU 31/MSAD 31,718,Hichborn Middle School,721,2021-2022,0
RSU 31/MSAD 31,718,Hichborn Middle School,721,2020-2021,0
RSU 31/MSAD 31,718,Hichborn Middle School,721,2019-2020,0
RSU 31/MSAD 31,718,Hichborn Middle School,721,2018-2019,0
RSU 31/MSAD 31,718,Hichborn Middle School,721,2017-2018,0
RSU 31/MSAD 31,718,Penobscot Valley High School,720,2023-2024,0
RSU 31/MSAD 31,718,Penobscot Valley High School,720,2022-2023,0
RSU 31/MSAD 31,718,Penobscot Valley High School,720,2021-2022,0
RSU 31/MSAD 31,718,Penobscot Valley High School,720,2020-2021,0
RSU 31/MSAD 31,718,Penobscot Valley High School,720,2019-2020,0
RSU 31/MSAD 31,718,Penobscot Valley High School,720,2018-2019,0
RSU 31/MSAD 31,718,Penobscot Valley High School,720,2017-2018,0
RSU 32/MSAD 32,722,All Schools,  ,2023-2024,0
RSU 32/MSAD 32,722,All Schools,  ,2022-2023,0
RSU 32/MSAD 32,722,All Schools,  ,2021-2022,0
RSU 32/MSAD 32,722,All Schools,  ,2020-2021,0
RSU 32/MSAD 32,722,All Schools,  ,2018-2019,0
RSU 32/MSAD 32,722,All Schools,  ,2017-2018,0
RSU 32/MSAD 32,722,Ashland District School,725,2023-2024,0
RSU 32/MSAD 32,722,Ashland District School,725,2022-2023,0
RSU 32/MSAD 32,722,Ashland District School,725,2021-2022,0
RSU 32/MSAD 32,722,Ashland District School,725,2020-2021,0
RSU 32/MSAD 32,722,Ashland District School,725,2018-2019,0
RSU 32/MSAD 32,722,Ashland District School,725,2017-2018,0
RSU 33/MSAD 33,726,All Schools,  ,2023-2024,0
RSU 33/MSAD 33,726,All Schools,  ,2022-2023,0
RSU 33/MSAD 33,726,All Schools,  ,2021-2022,0
RSU 33/MSAD 33,726,All Schools,  ,2020-2021,0
RSU 33/MSAD 33,726,All Schools,  ,2018-2019,0
RSU 33/MSAD 33,726,All Schools,  ,2017-2018,0
RSU 33/MSAD 33,726,Dr Levesque Elementary School,727,2023-2024,0
RSU 33/MSAD 33,726,Dr Levesque Elementary School,727,2022-2023,0
RSU 33/MSAD 33,726,Dr Levesque Elementary School,727,2021-2022,0
RSU 33/MSAD 33,726,Dr Levesque Elementary School,727,2020-2021,0
RSU 33/MSAD 33,726,Dr Levesque Elementary School,727,2018-2019,0
RSU 33/MSAD 33,726,Dr Levesque Elementary School,727,2017-2018,0
RSU 33/MSAD 33,726,Wisdom Middle High School,729,2023-2024,0
RSU 33/MSAD 33,726,Wisdom Middle High School,729,2022-2023,0
RSU 33/MSAD 33,726,Wisdom Middle High School,729,2021-2022,0
RSU 33/MSAD 33,726,Wisdom Middle High School,729,2020-2021,0
RSU 33/MSAD 33,726,Wisdom Middle High School,729,2018-2019,0
RSU 33/MSAD 33,726,Wisdom Middle High School,729,2017-2018,0
RSU 34,1466,All Schools,  ,2023-2024,6
RSU 34,1466,All Schools,  ,2022-2023,0
RSU 34,1466,All Schools,  ,2021-2022,1
RSU 34,1466,All Schools,  ,2020-2021,0
RSU 34,1466,All Schools,  ,2018-2019,2
RSU 34,1466,All Schools,  ,2017-2018,1
RSU 34,1466,Alton Elementary School,8,2023-2024,0
RSU 34,1466,Alton Elementary School,8,2022-2023,0
RSU 34,1466,Alton Elementary School,8,2021-2022,0
RSU 34,1466,Alton Elementary School,8,2020-2021,0
RSU 34,1466,Alton Elementary School,8,2018-2019,0
RSU 34,1466,Alton Elementary School,8,2017-2018,0
RSU 34,1466,Leonard Middle School,331,2023-2024,4
RSU 34,1466,Leonard Middle School,331,2022-2023,0
RSU 34,1466,Leonard Middle School,331,2021-2022,0
RSU 34,1466,Leonard Middle School,331,2020-2021,0
RSU 34,1466,Leonard Middle School,331,2018-2019,0
RSU 34,1466,Leonard Middle School,331,2017-2018,0
RSU 34,1466,Old Town Elementary School,333,2023-2024,2
RSU 34,1466,Old Town Elementary School,333,2022-2023,0
RSU 34,1466,Old Town Elementary School,333,2021-2022,1
RSU 34,1466,Old Town Elementary School,333,2020-2021,0
RSU 34,1466,Old Town Elementary School,333,2018-2019,2
RSU 34,1466,Old Town Elementary School,333,2017-2018,1
RSU 34,1466,Old Town High School,332,2023-2024,0
RSU 34,1466,Old Town High School,332,2022-2023,0
RSU 34,1466,Old Town High School,332,2021-2022,0
RSU 34,1466,Old Town High School,332,2020-2021,0
RSU 34,1466,Old Town High School,332,2018-2019,0
RSU 34,1466,Old Town High School,332,2017-2018,0
RSU 34,1466,Viola Rand Sch,2214,2023-2024,0
RSU 34,1466,Viola Rand School,76,2022-2023,0
RSU 34,1466,Viola Rand School,76,2021-2022,0
RSU 34,1466,Viola Rand School,76,2020-2021,0
RSU 34,1466,Viola Rand School,76,2018-2019,0
RSU 34,1466,Viola Rand School,76,2017-2018,0
RSU 35/MSAD 35,743,All Schools,  ,2023-2024,2
RSU 35/MSAD 35,743,All Schools,  ,2022-2023,0
RSU 35/MSAD 35,743,All Schools,  ,2021-2022,0
RSU 35/MSAD 35,743,All Schools,  ,2020-2021,0
RSU 35/MSAD 35,743,All Schools,  ,2018-2019,0
RSU 35/MSAD 35,743,All Schools,  ,2017-2018,1
RSU 35/MSAD 35,743,Central School,746,2023-2024,0
RSU 35/MSAD 35,743,Central School,746,2022-2023,0
RSU 35/MSAD 35,743,Central School,746,2021-2022,0
RSU 35/MSAD 35,743,Central School,746,2020-2021,0
RSU 35/MSAD 35,743,Central School,746,2018-2019,0
RSU 35/MSAD 35,743,Central School,746,2017-2018,1
RSU 35/MSAD 35,743,Eliot Elementary School,744,2023-2024,0
RSU 35/MSAD 35,743,Eliot Elementary School,744,2022-2023,0
RSU 35/MSAD 35,743,Eliot Elementary School,744,2021-2022,0
RSU 35/MSAD 35,743,Eliot Elementary School,744,2020-2021,0
RSU 35/MSAD 35,743,Eliot Elementary School,744,2018-2019,0
RSU 35/MSAD 35,743,Eliot Elementary School,744,2017-2018,0
RSU 35/MSAD 35,743,Marshwood Great Works School,747,2023-2024,2
RSU 35/MSAD 35,743,Marshwood Great Works School,747,2022-2023,0
RSU 35/MSAD 35,743,Marshwood Great Works School,747,2021-2022,0
RSU 35/MSAD 35,743,Marshwood Great Works School,747,2020-2021,0
RSU 35/MSAD 35,743,Marshwood Great Works School,747,2018-2019,0
RSU 35/MSAD 35,743,Marshwood Great Works School,747,2017-2018,0
RSU 35/MSAD 35,743,Marshwood High School,748,2023-2024,0
RSU 35/MSAD 35,743,Marshwood High School,748,2022-2023,0
RSU 35/MSAD 35,743,Marshwood High School,748,2021-2022,0
RSU 35/MSAD 35,743,Marshwood High School,748,2020-2021,0
RSU 35/MSAD 35,743,Marshwood High School,748,2018-2019,0
RSU 35/MSAD 35,743,Marshwood High School,748,2017-2018,0
RSU 35/MSAD 35,743,Marshwood Middle School,745,2023-2024,0
RSU 35/MSAD 35,743,Marshwood Middle School,745,2022-2023,0
RSU 35/MSAD 35,743,Marshwood Middle School,745,2021-2022,0
RSU 35/MSAD 35,743,Marshwood Middle School,745,2020-2021,0
RSU 35/MSAD 35,743,Marshwood Middle School,745,2018-2019,0
RSU 35/MSAD 35,743,Marshwood Middle School,745,2017-2018,0
RSU 37/MSAD 37,753,All Schools,  ,2023-2024,0
RSU 37/MSAD 37,753,All Schools,  ,2022-2023,0
RSU 37/MSAD 37,753,All Schools,  ,2021-2022,3
RSU 37/MSAD 37,753,All Schools,  ,2020-2021,0
RSU 37/MSAD 37,753,All Schools,  ,2018-2019,0
RSU 37/MSAD 37,753,All Schools,  ,2017-2018,0
RSU 37/MSAD 37,753,Daniel W Merritt School,754,2023-2024,0
RSU 37/MSAD 37,753,Daniel W Merritt School,754,2022-2023,0
RSU 37/MSAD 37,753,Daniel W Merritt School,754,2021-2022,0
RSU 37/MSAD 37,753,Daniel W Merritt School,754,2020-2021,0
RSU 37/MSAD 37,753,Daniel W Merritt School,754,2018-2019,0
RSU 37/MSAD 37,753,Daniel W Merritt School,754,2017-2018,0
RSU 37/MSAD 37,753,Harrington Elementary School,758,2023-2024,0
RSU 37/MSAD 37,753,Harrington Elementary School,758,2022-2023,0
RSU 37/MSAD 37,753,Harrington Elementary School,758,2021-2022,0
RSU 37/MSAD 37,753,Harrington Elementary School,758,2020-2021,0
RSU 37/MSAD 37,753,Harrington Elementary School,758,2018-2019,0
RSU 37/MSAD 37,753,Harrington Elementary School,758,2017-2018,0
RSU 37/MSAD 37,753,Milbridge Elementary School,759,2023-2024,0
RSU 37/MSAD 37,753,Milbridge Elementary School,759,2022-2023,0
RSU 37/MSAD 37,753,Milbridge Elementary School,759,2021-2022,3
RSU 37/MSAD 37,753,Milbridge Elementary School,759,2020-2021,0
RSU 37/MSAD 37,753,Milbridge Elementary School,759,2018-2019,0
RSU 37/MSAD 37,753,Milbridge Elementary School,759,2017-2018,0
RSU 37/MSAD 37,753,Narraguagus High School,757,2023-2024,0
RSU 37/MSAD 37,753,Narraguagus High School,757,2022-2023,0
RSU 37/MSAD 37,753,Narraguagus High School,757,2021-2022,0
RSU 37/MSAD 37,753,Narraguagus High School,757,2020-2021,0
RSU 37/MSAD 37,753,Narraguagus High School,757,2018-2019,0
RSU 37/MSAD 37,753,Narraguagus High School,757,2017-2018,0
RSU 38,1467,All Schools,  ,2023-2024,0
RSU 38,1467,All Schools,  ,2022-2023,0
RSU 38,1467,All Schools,  ,2021-2022,0
RSU 38,1467,All Schools,  ,2020-2021,0
RSU 38,1467,All Schools,  ,2018-2019,0
RSU 38,1467,All Schools,  ,2017-2018,0
RSU 38,1467,Manchester Elementary School,288,2023-2024,0
RSU 38,1467,Manchester Elementary School,288,2022-2023,0
RSU 38,1467,Manchester Elementary School,288,2021-2022,0
RSU 38,1467,Manchester Elementary School,288,2020-2021,0
RSU 38,1467,Manchester Elementary School,288,2018-2019,0
RSU 38,1467,Manchester Elementary School,288,2017-2018,0
RSU 38,1467,Maranacook Community High Sch,1043,2023-2024,0
RSU 38,1467,Maranacook Community High Sch,1043,2022-2023,0
RSU 38,1467,Maranacook Community High Sch,1043,2021-2022,0
RSU 38,1467,Maranacook Community High Sch,1043,2020-2021,0
RSU 38,1467,Maranacook Community High Sch,1043,2018-2019,0
RSU 38,1467,Maranacook Community High Sch,1043,2017-2018,0
RSU 38,1467,Maranacook Community Middle Sch,1044,2023-2024,0
RSU 38,1467,Maranacook Community Middle Sch,1044,2022-2023,0
RSU 38,1467,Maranacook Community Middle Sch,1044,2021-2022,0
RSU 38,1467,Maranacook Community Middle Sch,1044,2020-2021,0
RSU 38,1467,Maranacook Community Middle Sch,1044,2018-2019,0
RSU 38,1467,Maranacook Community Middle Sch,1044,2017-2018,0
RSU 38,1467,Mt Vernon Elementary School,314,2023-2024,0
RSU 38,1467,Mt Vernon Elementary School,314,2022-2023,0
RSU 38,1467,Mt Vernon Elementary School,314,2021-2022,0
RSU 38,1467,Mt Vernon Elementary School,314,2020-2021,0
RSU 38,1467,Mt Vernon Elementary School,314,2018-2019,0
RSU 38,1467,Mt Vernon Elementary School,314,2017-2018,0
RSU 38,1467,Readfield Elementary School,398,2023-2024,0
RSU 38,1467,Readfield Elementary School,398,2022-2023,0
RSU 38,1467,Readfield Elementary School,398,2021-2022,0
RSU 38,1467,Readfield Elementary School,398,2020-2021,0
RSU 38,1467,Readfield Elementary School,398,2018-2019,0
RSU 38,1467,Readfield Elementary School,398,2017-2018,0
RSU 38,1467,Wayne Elementary School,487,2023-2024,0
RSU 38,1467,Wayne Elementary School,487,2022-2023,0
RSU 38,1467,Wayne Elementary School,487,2021-2022,0
RSU 38,1467,Wayne Elementary School,487,2020-2021,0
RSU 38,1467,Wayne Elementary School,487,2018-2019,0
RSU 38,1467,Wayne Elementary School,487,2017-2018,0
RSU 39,1468,All Schools,  ,2023-2024,0
RSU 39,1468,All Schools,  ,2022-2023,0
RSU 39,1468,All Schools,  ,2021-2022,0
RSU 39,1468,All Schools,  ,2020-2021,0
RSU 39,1468,All Schools,  ,2019-2020,0
RSU 39,1468,All Schools,  ,2018-2019,0
RSU 39,1468,All Schools,  ,2017-2018,0
RSU 39,1468,Caribou Community School,2085,2023-2024,0
RSU 39,1468,Caribou Community School,2085,2022-2023,0
RSU 39,1468,Caribou Community School,2085,2021-2022,0
RSU 39,1468,Caribou Community School,2085,2020-2021,0
RSU 39,1468,Caribou High School,1971,2023-2024,0
RSU 39,1468,Caribou High School,1971,2022-2023,0
RSU 39,1468,Caribou High School,1971,2021-2022,0
RSU 39,1468,Caribou High School,1971,2020-2021,0
RSU 39,1468,Caribou High School,1971,2019-2020,0
RSU 39,1468,Caribou High School,1971,2018-2019,0
RSU 39,1468,Caribou High School,1971,2017-2018,0
RSU 39,1468,Caribou Middle School,1970,2019-2020,0
RSU 39,1468,Caribou Middle School,1970,2018-2019,0
RSU 39,1468,Caribou Middle School,1970,2017-2018,0
RSU 39,1468,Limestone Community School,1969,2018-2019,0
RSU 39,1468,Limestone Community School,1969,2017-2018,0
RSU 39,1468,Teague Park School,1972,2019-2020,0
RSU 39,1468,Teague Park School,1972,2018-2019,0
RSU 39,1468,Teague Park School,1972,2017-2018,0
RSU 40/MSAD 40,765,All Schools,  ,2023-2024,0
RSU 40/MSAD 40,765,All Schools,  ,2022-2023,0
RSU 40/MSAD 40,765,All Schools,  ,2021-2022,0
RSU 40/MSAD 40,765,All Schools,  ,2020-2021,0
RSU 40/MSAD 40,765,All Schools,  ,2018-2019,0
RSU 40/MSAD 40,765,All Schools,  ,2017-2018,0
RSU 40/MSAD 40,765,Friendship Village School,766,2023-2024,0
RSU 40/MSAD 40,765,Friendship Village School,766,2022-2023,0
RSU 40/MSAD 40,765,Friendship Village School,766,2021-2022,0
RSU 40/MSAD 40,765,Friendship Village School,766,2020-2021,0
RSU 40/MSAD 40,765,Friendship Village School,766,2018-2019,0
RSU 40/MSAD 40,765,Friendship Village School,766,2017-2018,0
RSU 40/MSAD 40,765,Medomak Middle School,773,2023-2024,0
RSU 40/MSAD 40,765,Medomak Middle School,773,2022-2023,0
RSU 40/MSAD 40,765,Medomak Middle School,773,2021-2022,0
RSU 40/MSAD 40,765,Medomak Middle School,773,2020-2021,0
RSU 40/MSAD 40,765,Medomak Middle School,773,2018-2019,0
RSU 40/MSAD 40,765,Medomak Middle School,773,2017-2018,0
RSU 40/MSAD 40,765,Medomak Valley High School,770,2023-2024,0
RSU 40/MSAD 40,765,Medomak Valley High School,770,2022-2023,0
RSU 40/MSAD 40,765,Medomak Valley High School,770,2021-2022,0
RSU 40/MSAD 40,765,Medomak Valley High School,770,2020-2021,0
RSU 40/MSAD 40,765,Medomak Valley High School,770,2019-2020,0
RSU 40/MSAD 40,765,Medomak Valley High School,770,2018-2019,0
RSU 40/MSAD 40,765,Medomak Valley High School,770,2017-2018,0
RSU 40/MSAD 40,765,Miller School,768,2023-2024,0
RSU 40/MSAD 40,765,Miller School,768,2022-2023,0
RSU 40/MSAD 40,765,Miller School,768,2021-2022,0
RSU 40/MSAD 40,765,Miller School,768,2020-2021,0
RSU 40/MSAD 40,765,Miller School,768,2018-2019,0
RSU 40/MSAD 40,765,Miller School,768,2017-2018,0
RSU 40/MSAD 40,765,Prescott Memorial School,772,2023-2024,0
RSU 40/MSAD 40,765,Prescott Memorial School,772,2022-2023,0
RSU 40/MSAD 40,765,Prescott Memorial School,772,2021-2022,0
RSU 40/MSAD 40,765,Prescott Memorial School,772,2020-2021,0
RSU 40/MSAD 40,765,Prescott Memorial School,772,2018-2019,0
RSU 40/MSAD 40,765,Prescott Memorial School,772,2017-2018,0
RSU 40/MSAD 40,765,Union Elementary,767,2023-2024,0
RSU 40/MSAD 40,765,Union Elementary,767,2022-2023,0
RSU 40/MSAD 40,765,Union Elementary,767,2021-2022,0
RSU 40/MSAD 40,765,Union Elementary,767,2020-2021,0
RSU 40/MSAD 40,765,Union Elementary,767,2018-2019,0
RSU 40/MSAD 40,765,Union Elementary,767,2017-2018,0
RSU 40/MSAD 40,765,Warren Community School,771,2023-2024,0
RSU 40/MSAD 40,765,Warren Community School,771,2022-2023,0
RSU 40/MSAD 40,765,Warren Community School,771,2021-2022,0
RSU 40/MSAD 40,765,Warren Community School,771,2020-2021,0
RSU 40/MSAD 40,765,Warren Community School,771,2019-2020,0
RSU 40/MSAD 40,765,Warren Community School,771,2018-2019,0
RSU 40/MSAD 40,765,Warren Community School,771,2017-2018,0
RSU 41/MSAD 41,774,All Schools,  ,2023-2024,0
RSU 41/MSAD 41,774,All Schools,  ,2022-2023,0
RSU 41/MSAD 41,774,All Schools,  ,2021-2022,0
